Time - Plot 0	Amplitude - Plot 0	
516	1.9E-3	
517	2.0E-3	
518	2.1E-3	
519	2.2E-3	
520	2.3E-3	
521	2.4E-3	
522	2.5E-3	
523	2.7E-3	
524	2.8E-3	
525	2.9E-3	
526	3.1E-3	
527	3.2E-3	
528	3.4E-3	
529	3.5E-3	
530	3.7E-3	
531	3.9E-3	
532	4.0E-3	
533	4.2E-3	
534	4.4E-3	
535	4.7E-3	
536	4.9E-3	
537	5.1E-3	
538	5.3E-3	
539	5.6E-3	
540	5.8E-3	
541	6.0E-3	
542	6.4E-3	
543	7.0E-3	
544	7.7E-3	
545	8.7E-3	
546	9.6E-3	
547	1.1E-2	
548	1.2E-2	
549	1.3E-2	
550	1.4E-2	
551	1.5E-2	
552	1.6E-2	
553	1.8E-2	
554	2.0E-2	
555	2.1E-2	
556	2.2E-2	
557	2.4E-2	
558	2.3E-2	
559	2.5E-2	
560	2.6E-2	
561	2.7E-2	
562	2.8E-2	
563	2.9E-2	
564	3.0E-2	
565	3.1E-2	
566	3.3E-2	
567	3.4E-2	
568	3.5E-2	
569	3.7E-2	
570	3.5E-2	
571	3.9E-2	
572	4.1E-2	
573	4.4E-2	
574	4.5E-2	
575	4.7E-2	
576	4.8E-2	
577	4.9E-2	
578	5.3E-2	
579	5.4E-2	
580	5.6E-2	
581	5.8E-2	
582	6.1E-2	
583	6.4E-2	
584	6.6E-2	
585	6.7E-2	
586	6.8E-2	
587	7.1E-2	
588	7.2E-2	
589	7.5E-2	
590	7.7E-2	
591	8.0E-2	
592	8.3E-2	
593	8.5E-2	
594	8.8E-2	
595	9.1E-2	
596	9.4E-2	
597	9.7E-2	
598	1.0E-1	
599	1.0E-1	
600	1.0E-1	
601	1.1E-1	
602	1.1E-1	
603	1.1E-1	
604	1.2E-1	
605	1.2E-1	
606	1.2E-1	
607	1.2E-1	
608	1.3E-1	
609	1.3E-1	
610	1.3E-1	
611	1.4E-1	
612	1.4E-1	
613	1.5E-1	
614	1.5E-1	
615	1.5E-1	
616	1.6E-1	
617	1.6E-1	
618	1.6E-1	
619	1.7E-1	
620	1.7E-1	
621	1.7E-1	
622	1.8E-1	
623	1.8E-1	
624	1.8E-1	
625	1.9E-1	
626	1.9E-1	
627	2.0E-1	
628	2.0E-1	
629	2.0E-1	
630	2.1E-1	
631	2.1E-1	
632	2.2E-1	
633	2.2E-1	
634	2.3E-1	
635	2.3E-1	
636	2.4E-1	
637	2.4E-1	
638	2.5E-1	
639	2.5E-1	
640	2.6E-1	
641	2.6E-1	
642	2.7E-1	
643	2.7E-1	
644	2.7E-1	
645	2.8E-1	
646	2.8E-1	
647	2.8E-1	
648	2.9E-1	
649	2.9E-1	
650	3.0E-1	
651	3.0E-1	
652	3.0E-1	
653	3.0E-1	
654	3.1E-1	
655	3.1E-1	
656	3.2E-1	
657	3.2E-1	
658	3.3E-1	
659	3.3E-1	
660	3.4E-1	
661	3.4E-1	
662	3.5E-1	
663	3.5E-1	
664	3.6E-1	
665	3.6E-1	
666	3.6E-1	
667	3.7E-1	
668	3.7E-1	
669	3.8E-1	
670	3.8E-1	
671	3.9E-1	
672	4.0E-1	
673	4.0E-1	
674	4.1E-1	
675	4.1E-1	
676	4.1E-1	
677	4.2E-1	
678	4.2E-1	
679	4.3E-1	
680	4.3E-1	
681	4.4E-1	
682	4.4E-1	
683	4.4E-1	
684	4.5E-1	
685	4.5E-1	
686	4.5E-1	
687	4.6E-1	
688	4.6E-1	
689	4.7E-1	
690	4.7E-1	
691	4.8E-1	
692	4.8E-1	
693	4.9E-1	
694	4.9E-1	
695	5.0E-1	
696	5.0E-1	
697	5.1E-1	
698	5.1E-1	
699	5.2E-1	
700	5.2E-1	
701	5.3E-1	
702	5.3E-1	
703	5.3E-1	
704	5.4E-1	
705	5.5E-1	
706	5.5E-1	
707	5.6E-1	
708	5.6E-1	
709	5.7E-1	
710	5.7E-1	
711	5.8E-1	
712	5.8E-1	
713	5.9E-1	
714	5.9E-1	
715	6.0E-1	
716	6.0E-1	
717	6.1E-1	
718	6.1E-1	
719	6.2E-1	
720	6.3E-1	
721	6.3E-1	
722	6.4E-1	
723	6.5E-1	
724	6.5E-1	
725	6.6E-1	
726	6.6E-1	
727	6.7E-1	
728	6.7E-1	
729	6.7E-1	
730	6.7E-1	
731	6.8E-1	
732	6.9E-1	
733	7.0E-1	
734	7.1E-1	
735	7.0E-1	
736	7.0E-1	
737	7.2E-1	
738	7.1E-1	
739	7.3E-1	
740	7.2E-1	
741	7.2E-1	
742	7.2E-1	
743	7.3E-1	
744	7.4E-1	
745	7.5E-1	
746	7.5E-1	
747	7.6E-1	
748	7.6E-1	
749	7.7E-1	
750	7.7E-1	
751	7.7E-1	
752	7.7E-1	
753	7.8E-1	
754	7.9E-1	
755	8.0E-1	
756	7.9E-1	
757	8.0E-1	
758	8.0E-1	
759	8.1E-1	
760	8.1E-1	
761	8.2E-1	
762	8.2E-1	
763	8.2E-1	
764	8.3E-1	
765	8.4E-1	
766	8.5E-1	
767	8.5E-1	
768	8.5E-1	
769	8.7E-1	
770	8.6E-1	
771	8.6E-1	
772	8.7E-1	
773	8.8E-1	
774	8.8E-1	
775	8.8E-1	
776	8.9E-1	
777	8.9E-1	
778	9.0E-1	
779	9.1E-1	
780	9.1E-1	
781	9.2E-1	
782	9.2E-1	
783	9.2E-1	
784	9.2E-1	
785	9.4E-1	
786	9.4E-1	
787	9.4E-1	
788	9.5E-1	
789	9.5E-1	
790	9.5E-1	
791	9.6E-1	
792	9.6E-1	
793	9.7E-1	
794	9.8E-1	
795	9.8E-1	
796	9.8E-1	
797	9.9E-1	
798	9.9E-1	
799	1.0E+0	
800	1.0E+0	
801	1.0E+0	
802	1.0E+0	
803	1.0E+0	
804	1.0E+0	
805	1.0E+0	
806	1.0E+0	
807	1.0E+0	
808	1.0E+0	
809	1.0E+0	
810	1.0E+0	
811	1.0E+0	
812	1.0E+0	
813	1.1E+0	
814	1.1E+0	
815	1.1E+0	
816	1.1E+0	
817	1.1E+0	
818	1.1E+0	
819	1.1E+0	
820	1.1E+0	
821	1.1E+0	
822	1.1E+0	
823	1.1E+0	
824	1.1E+0	
825	1.1E+0	
826	1.1E+0	
827	1.1E+0	
828	1.1E+0	
829	1.1E+0	
830	1.1E+0	
831	1.1E+0	
832	1.1E+0	
833	1.1E+0	
834	1.1E+0	
835	1.1E+0	
836	1.1E+0	
837	1.2E+0	
838	1.2E+0	
839	1.2E+0	
840	1.2E+0	
841	1.2E+0	
842	1.2E+0	
843	1.2E+0	
844	1.2E+0	
845	1.2E+0	
846	1.2E+0	
847	1.2E+0	
848	1.2E+0	
849	1.2E+0	
850	1.2E+0	
851	1.2E+0	
852	1.2E+0	
853	1.2E+0	
854	1.2E+0	
855	1.2E+0	
856	1.2E+0	
857	1.2E+0	
858	1.2E+0	
859	1.2E+0	
860	1.2E+0	
861	1.2E+0	
862	1.2E+0	
863	1.2E+0	
864	1.2E+0	
865	1.3E+0	
866	1.3E+0	
867	1.3E+0	
868	1.3E+0	
869	1.3E+0	
870	1.3E+0	
871	1.3E+0	
872	1.3E+0	
873	1.3E+0	
874	1.3E+0	
875	1.3E+0	
876	1.3E+0	
877	1.3E+0	
878	1.3E+0	
879	1.3E+0	
880	1.3E+0	
881	1.3E+0	
882	1.3E+0	
883	1.3E+0	
884	1.3E+0	
885	1.3E+0	
886	1.3E+0	
887	1.3E+0	
888	1.3E+0	
889	1.3E+0	
890	1.4E+0	
891	1.4E+0	
892	1.4E+0	
893	1.4E+0	
894	1.4E+0	
895	1.4E+0	
896	1.4E+0	
897	1.4E+0	
898	1.4E+0	
899	1.4E+0	
900	1.4E+0	
901	1.4E+0	
902	1.4E+0	
903	1.4E+0	
904	1.4E+0	
905	1.4E+0	
906	1.4E+0	
907	1.4E+0	
908	1.4E+0	
909	1.4E+0	
910	1.4E+0	
911	1.4E+0	
912	1.4E+0	
913	1.4E+0	
914	1.4E+0	
915	1.4E+0	
916	1.4E+0	
917	1.4E+0	
918	1.4E+0	
919	1.5E+0	
920	1.5E+0	
921	1.5E+0	
922	1.5E+0	
923	1.5E+0	
924	1.5E+0	
925	1.5E+0	
926	1.5E+0	
927	1.5E+0	
928	1.5E+0	
929	1.5E+0	
930	1.5E+0	
931	1.5E+0	
932	1.5E+0	
933	1.5E+0	
934	1.5E+0	
935	1.5E+0	
936	1.5E+0	
937	1.5E+0	
938	1.5E+0	
939	1.5E+0	
940	1.5E+0	
941	1.5E+0	
942	1.5E+0	
943	1.5E+0	
944	1.5E+0	
945	1.5E+0	
946	1.5E+0	
947	1.6E+0	
948	1.6E+0	
949	1.6E+0	
950	1.6E+0	
951	1.6E+0	
952	1.6E+0	
953	1.6E+0	
954	1.6E+0	
955	1.6E+0	
956	1.6E+0	
957	1.6E+0	
958	1.6E+0	
959	1.6E+0	
960	1.6E+0	
961	1.6E+0	
962	1.6E+0	
963	1.6E+0	
964	1.6E+0	
965	1.6E+0	
966	1.6E+0	
967	1.6E+0	
968	1.6E+0	
969	1.6E+0	
970	1.6E+0	
971	1.6E+0	
972	1.6E+0	
973	1.6E+0	
974	1.6E+0	
975	1.6E+0	
976	1.6E+0	
977	1.7E+0	
978	1.7E+0	
979	1.7E+0	
980	1.7E+0	
981	1.7E+0	
982	1.7E+0	
983	1.7E+0	
984	1.7E+0	
985	1.7E+0	
986	1.7E+0	
987	1.7E+0	
988	1.7E+0	
989	1.7E+0	
990	1.7E+0	
991	1.7E+0	
992	1.7E+0	
993	1.7E+0	
994	1.7E+0	
995	1.7E+0	
996	1.7E+0	
997	1.7E+0	
998	1.7E+0	
999	1.7E+0	
1000	1.7E+0	
1001	1.7E+0	
1002	1.7E+0	
1003	1.7E+0	
1004	1.7E+0	
1005	1.7E+0	
1006	1.7E+0	
1007	1.7E+0	
1008	1.7E+0	
1009	1.8E+0	
1010	1.8E+0	
1011	1.8E+0	
1012	1.8E+0	
1013	1.8E+0	
1014	1.8E+0	
1015	1.8E+0	
1016	1.8E+0	
1017	1.8E+0	
1018	1.8E+0	
1019	1.8E+0	
1020	1.8E+0	
1021	1.8E+0	
1022	1.8E+0	
1023	1.8E+0	
